Health Facility,Week,Year,Cases,Station,Precipitation,MIN,MAX,Deaths
Hwata RHC,31,2018,21,Hwata RHC,0,12.4,29.24428571,0
Hwata RHC,32,2018,18,Hwata RHC,0,15.09285714,31.38571429,0
Hwata RHC,33,2018,10,Hwata RHC,0.03,14.73285714,30.27285714,0
Hwata RHC,34,2018,9,Hwata RHC,0,15.25714286,30.53714286,0
Hwata RHC,35,2018,13,Hwata RHC,0,14.57,29.89142857,0
Hwata RHC,36,2018,17,Hwata RHC,0.12,18.84857143,33.03142857,0
Hwata RHC,37,2018,12,Hwata RHC,0,16.74571429,32.77142857,0
Hwata RHC,38,2018,13,Hwata RHC,0.02,17.82142857,33.86142857,0
Hwata RHC,39,2018,15,Hwata RHC,0.63,19.34571429,33.83857143,0
Hwata RHC,40,2018,10,Hwata RHC,0.12,16.54428571,32.16857143,0
Hwata RHC,41,2018,3,Hwata RHC,0,17.99285714,33.7,0
Hwata RHC,42,2018,3,Hwata RHC,0.23,21.04428571,35.22857143,0
Hwata RHC,43,2018,1,Hwata RHC,0.02,15.49,31.46857143,0
Hwata RHC,44,2018,1,Hwata RHC,0.05,18.54285714,35.12428571,0
Hwata RHC,45,2018,0,Hwata RHC,2.33,18.81857143,34.11,0
Hwata RHC,46,2018,1,Hwata RHC,1.08,18.98857143,34.67142857,0
Hwata RHC,47,2018,0,Hwata RHC,66.58,21.21,32.05428571,0
Hwata RHC,48,2018,1,Hwata RHC,56.12,19.26714286,28.52857143,0
Hwata RHC,49,2018,0,Hwata RHC,30.42,21.13857143,31.29857143,0
Hwata RHC,50,2018,1,Hwata RHC,34.72,20.16285714,28.14285714,0
Hwata RHC,51,2018,0,Hwata RHC,19.23,20.40714286,28.96571429,0
Hwata RHC,52,2018,1,Hwata RHC,6.94,20.60285714,30.11714286,0
Hwata RHC,53,2018,0,,,,,0
Muzarabani RHC,1,2018,28,Muzarabani RHC,2.47,19.81428571,34.47857143,0
Muzarabani RHC,2,2018,36,Muzarabani RHC,2.47,19.67714286,35.00714286,0
Muzarabani RHC,3,2018,14,Muzarabani RHC,6.37,20.43857143,33.80714286,0
Muzarabani RHC,4,2018,9,Muzarabani RHC,1.88,20.65142857,35.51285714,0
Muzarabani RHC,5,2018,11,Muzarabani RHC,58.92,21.91428571,31.32857143,0
Muzarabani RHC,6,2018,11,Muzarabani RHC,132.96,19.30142857,26.62714286,0
Muzarabani RHC,7,2018,27,Muzarabani RHC,52.72,19.97285714,26.94285714,0
Muzarabani RHC,8,2018,17,Muzarabani RHC,27.91,20.12142857,28.05142857,0
Muzarabani RHC,9,2018,11,Muzarabani RHC,62.68,19.44857143,26.87285714,0
Muzarabani RHC,10,2018,10,Muzarabani RHC,28.16,19.71,28.73142857,0
Muzarabani RHC,11,2018,17,Muzarabani RHC,9.58,18.33428571,30.37428571,0
Muzarabani RHC,12,2018,14,Muzarabani RHC,19.29,19.57142857,30.26285714,0
Muzarabani RHC,13,2018,15,Muzarabani RHC,30.29,19.40857143,29.46571429,0
Muzarabani RHC,14,2018,11,Muzarabani RHC,1.48,18.18142857,30.17,0
Muzarabani RHC,15,2018,61,Muzarabani RHC,5.22,18.25428571,29.30428571,0
Muzarabani RHC,16,2018,120,Muzarabani RHC,1.81,16.84285714,30.06571429,0
Muzarabani RHC,17,2018,264,Muzarabani RHC,1.12,15.35,29.89,0
Muzarabani RHC,18,2018,209,Muzarabani RHC,5.63,16.66285714,29.15285714,0
Muzarabani RHC,19,2018,72,Muzarabani RHC,0.7,15.75571429,29.70142857,0
Muzarabani RHC,20,2018,47,Muzarabani RHC,1.38,15.85285714,28.56,0
Muzarabani RHC,21,2018,0,Muzarabani RHC,1.12,16.05428571,28.09285714,0
Muzarabani RHC,22,2018,58,Muzarabani RHC,0.04,14.21857143,28.54142857,0
Muzarabani RHC,23,2018,93,Muzarabani RHC,0,10.59,25.49714286,0
Muzarabani RHC,24,2018,10,Muzarabani RHC,0,12.07142857,26.61428571,0
Muzarabani RHC,25,2018,17,Muzarabani RHC,0,13.33142857,26.92857143,0
Muzarabani RHC,26,2018,38,Muzarabani RHC,0,12.05428571,25.94714286,0
Muzarabani RHC,27,2018,33,Muzarabani RHC,1.21,11.98,25.01428571,0
Muzarabani RHC,28,2018,24,Muzarabani RHC,0.08,12.79428571,25.91428571,0
Muzarabani RHC,29,2018,28,Muzarabani RHC,1.52,10.69714286,23.76428571,0
Muzarabani RHC,30,2018,29,Muzarabani RHC,0.12,11.00714286,26.03857143,0
Muzarabani RHC,31,2018,25,Muzarabani RHC,0,12.4,29.24428571,0
Muzarabani RHC,32,2018,19,Muzarabani RHC,0,15.09285714,31.38571429,0
Muzarabani RHC,33,2018,28,Muzarabani RHC,0.03,14.73285714,30.27285714,0
Muzarabani RHC,34,2018,1,Muzarabani RHC,0,15.25714286,30.53714286,0
Muzarabani RHC,35,2018,23,Muzarabani RHC,0,14.57,29.89142857,0
Muzarabani RHC,36,2018,24,Muzarabani RHC,0.12,18.84857143,33.03142857,0
Muzarabani RHC,37,2018,23,Muzarabani RHC,0,16.74571429,32.77142857,0
Muzarabani RHC,38,2018,28,Muzarabani RHC,0.02,17.82142857,33.86142857,0
Muzarabani RHC,39,2018,19,Muzarabani RHC,0.63,19.34571429,33.83857143,0
Muzarabani RHC,40,2018,30,Muzarabani RHC,0.12,16.54428571,32.16857143,0
Muzarabani RHC,41,2018,8,Muzarabani RHC,0,17.99285714,33.7,0
Muzarabani RHC,42,2018,6,Muzarabani RHC,0.23,21.04428571,35.22857143,0
Muzarabani RHC,43,2018,6,Muzarabani RHC,0.02,15.49,31.46857143,0
Muzarabani RHC,44,2018,3,Muzarabani RHC,0.05,18.54285714,35.12428571,0
Muzarabani RHC,45,2018,2,Muzarabani RHC,2.33,18.81857143,34.11,0
Muzarabani RHC,46,2018,1,Muzarabani RHC,1.08,18.98857143,34.67142857,0
Muzarabani RHC,47,2018,3,Muzarabani RHC,66.58,21.21,32.05428571,0
Muzarabani RHC,48,2018,3,Muzarabani RHC,56.12,19.26714286,28.52857143,0
Muzarabani RHC,49,2018,1,Muzarabani RHC,30.42,21.13857143,31.29857143,0
Muzarabani RHC,50,2018,3,Muzarabani RHC,34.72,20.16285714,28.14285714,0
Muzarabani RHC,51,2018,4,Muzarabani RHC,19.23,20.40714286,28.96571429,0
Muzarabani RHC,52,2018,3,Muzarabani RHC,6.94,20.60285714,30.11714286,0
Muzarabani RHC,53,2018,0,,,,,0
Nyamaridza Clinic,1,2018,0,Nyamaridza Clinic,2.47,19.81428571,34.47857143,0
Nyamaridza Clinic,2,2018,0,Nyamaridza Clinic,2.47,19.67714286,35.00714286,0
Nyamaridza Clinic,3,2018,0,Nyamaridza Clinic,6.37,20.43857143,33.80714286,0
Nyamaridza Clinic,4,2018,0,Nyamaridza Clinic,1.88,20.65142857,35.51285714,0
Nyamaridza Clinic,5,2018,0,Nyamaridza Clinic,58.92,21.91428571,31.32857143,0
Nyamaridza Clinic,6,2018,0,Nyamaridza Clinic,132.96,19.30142857,26.62714286,0
Nyamaridza Clinic,7,2018,0,Nyamaridza Clinic,52.72,19.97285714,26.94285714,0
Nyamaridza Clinic,8,2018,0,Nyamaridza Clinic,27.91,20.12142857,28.05142857,0
Nyamaridza Clinic,9,2018,0,Nyamaridza Clinic,62.68,19.44857143,26.87285714,0
Nyamaridza Clinic,10,2018,0,Nyamaridza Clinic,28.16,19.71,28.73142857,0
Nyamaridza Clinic,11,2018,0,Nyamaridza Clinic,9.58,18.33428571,30.37428571,0
Nyamaridza Clinic,12,2018,0,Nyamaridza Clinic,19.29,19.57142857,30.26285714,0
Nyamaridza Clinic,13,2018,0,Nyamaridza Clinic,30.29,19.40857143,29.46571429,0
Nyamaridza Clinic,14,2018,0,Nyamaridza Clinic,1.48,18.18142857,30.17,0
Nyamaridza Clinic,15,2018,0,Nyamaridza Clinic,5.22,18.25428571,29.30428571,0
Nyamaridza Clinic,16,2018,0,Nyamaridza Clinic,1.81,16.84285714,30.06571429,0
Nyamaridza Clinic,17,2018,0,Nyamaridza Clinic,1.12,15.35,29.89,0
Nyamaridza Clinic,18,2018,0,Nyamaridza Clinic,5.63,16.66285714,29.15285714,0
Nyamaridza Clinic,19,2018,0,Nyamaridza Clinic,0.7,15.75571429,29.70142857,0
Nyamaridza Clinic,20,2018,0,Nyamaridza Clinic,1.38,15.85285714,28.56,0
Nyamaridza Clinic,21,2018,0,Nyamaridza Clinic,1.12,16.05428571,28.09285714,0
Nyamaridza Clinic,22,2018,0,Nyamaridza Clinic,0.04,14.21857143,28.54142857,0
Nyamaridza Clinic,23,2018,0,Nyamaridza Clinic,0,10.59,25.49714286,0
Nyamaridza Clinic,24,2018,0,Nyamaridza Clinic,0,12.07142857,26.61428571,0
Nyamaridza Clinic,25,2018,0,Nyamaridza Clinic,0,13.33142857,26.92857143,0
Nyamaridza Clinic,26,2018,0,Nyamaridza Clinic,0,12.05428571,25.94714286,0
Nyamaridza Clinic,27,2018,0,Nyamaridza Clinic,1.21,11.98,25.01428571,0
Nyamaridza Clinic,28,2018,0,Nyamaridza Clinic,0.08,12.79428571,25.91428571,0
Nyamaridza Clinic,29,2018,0,Nyamaridza Clinic,1.52,10.69714286,23.76428571,0
Nyamaridza Clinic,30,2018,0,Nyamaridza Clinic,0.12,11.00714286,26.03857143,0
Nyamaridza Clinic,31,2018,0,Nyamaridza Clinic,0,12.4,29.24428571,0
Nyamaridza Clinic,32,2018,0,Nyamaridza Clinic,0,15.09285714,31.38571429,0
Nyamaridza Clinic,33,2018,0,Nyamaridza Clinic,0.03,14.73285714,30.27285714,0
Nyamaridza Clinic,34,2018,0,Nyamaridza Clinic,0,15.25714286,30.53714286,0
Nyamaridza Clinic,35,2018,0,Nyamaridza Clinic,0,14.57,29.89142857,0
Nyamaridza Clinic,36,2018,0,Nyamaridza Clinic,0.12,18.84857143,33.03142857,0
Nyamaridza Clinic,37,2018,0,Nyamaridza Clinic,0,16.74571429,32.77142857,0
Nyamaridza Clinic,38,2018,0,Nyamaridza Clinic,0.02,17.82142857,33.86142857,0
Nyamaridza Clinic,39,2018,0,Nyamaridza Clinic,0.63,19.34571429,33.83857143,0
Nyamaridza Clinic,40,2018,0,Nyamaridza Clinic,0.12,16.54428571,32.16857143,0
Nyamaridza Clinic,41,2018,0,Nyamaridza Clinic,0,17.99285714,33.7,0
Nyamaridza Clinic,42,2018,0,Nyamaridza Clinic,0.23,21.04428571,35.22857143,0
Nyamaridza Clinic,43,2018,0,Nyamaridza Clinic,0.02,15.49,31.46857143,0
Nyamaridza Clinic,44,2018,0,Nyamaridza Clinic,0.05,18.54285714,35.12428571,0
Nyamaridza Clinic,45,2018,0,Nyamaridza Clinic,2.33,18.81857143,34.11,0
Nyamaridza Clinic,46,2018,0,Nyamaridza Clinic,1.08,18.98857143,34.67142857,0
Nyamaridza Clinic,47,2018,0,Nyamaridza Clinic,66.58,21.21,32.05428571,0
Nyamaridza Clinic,48,2018,0,Nyamaridza Clinic,56.12,19.26714286,28.52857143,0
Nyamaridza Clinic,49,2018,0,Nyamaridza Clinic,30.42,21.13857143,31.29857143,0
Nyamaridza Clinic,50,2018,0,Nyamaridza Clinic,34.72,20.16285714,28.14285714,0
Nyamaridza Clinic,51,2018,0,Nyamaridza Clinic,19.23,20.40714286,28.96571429,0
Nyamaridza Clinic,52,2018,0,Nyamaridza Clinic,6.94,20.60285714,30.11714286,0
Range clinic,1,2018,0,Range clinic,2.47,19.81428571,34.47857143,0
Range clinic,2,2018,0,Range clinic,2.47,19.67714286,35.00714286,0
Range clinic,3,2018,0,Range clinic,6.37,20.43857143,33.80714286,0
Range clinic,4,2018,0,Range clinic,1.88,20.65142857,35.51285714,0
Range clinic,5,2018,0,Range clinic,58.92,21.91428571,31.32857143,0
Range clinic,6,2018,0,Range clinic,132.96,19.30142857,26.62714286,0
Range clinic,7,2018,0,Range clinic,52.72,19.97285714,26.94285714,0
Range clinic,8,2018,0,Range clinic,27.91,20.12142857,28.05142857,0
Range clinic,9,2018,0,Range clinic,62.68,19.44857143,26.87285714,0
Range clinic,10,2018,0,Range clinic,28.16,19.71,28.73142857,0
Range clinic,11,2018,0,Range clinic,9.58,18.33428571,30.37428571,0
Range clinic,12,2018,0,Range clinic,19.29,19.57142857,30.26285714,0
Range clinic,13,2018,0,Range clinic,30.29,19.40857143,29.46571429,0
Range clinic,14,2018,0,Range clinic,1.48,18.18142857,30.17,0
Range clinic,15,2018,0,Range clinic,5.22,18.25428571,29.30428571,0
Range clinic,16,2018,0,Range clinic,1.81,16.84285714,30.06571429,0
Range clinic,17,2018,0,Range clinic,1.12,15.35,29.89,0
Range clinic,18,2018,0,Range clinic,5.63,16.66285714,29.15285714,0
Range clinic,19,2018,0,Range clinic,0.7,15.75571429,29.70142857,0
Range clinic,20,2018,0,Range clinic,1.38,15.85285714,28.56,0
Range clinic,21,2018,0,Range clinic,1.12,16.05428571,28.09285714,0
Range clinic,22,2018,0,Range clinic,0.04,14.21857143,28.54142857,0
Range clinic,23,2018,0,Range clinic,0,10.59,25.49714286,0
Range clinic,24,2018,0,Range clinic,0,12.07142857,26.61428571,0
Range clinic,25,2018,0,Range clinic,0,13.33142857,26.92857143,0
Range clinic,26,2018,0,Range clinic,0,12.05428571,25.94714286,0
Range clinic,27,2018,0,Range clinic,1.21,11.98,25.01428571,0
Range clinic,28,2018,0,Range clinic,0.08,12.79428571,25.91428571,0
Range clinic,29,2018,0,Range clinic,1.52,10.69714286,23.76428571,0
Range clinic,30,2018,0,Range clinic,0.12,11.00714286,26.03857143,0
Range clinic,31,2018,0,Range clinic,0,12.4,29.24428571,0
Range clinic,32,2018,0,Range clinic,0,15.09285714,31.38571429,0
Range clinic,33,2018,0,Range clinic,0.03,14.73285714,30.27285714,0
Range clinic,34,2018,0,Range clinic,0,15.25714286,30.53714286,0
Range clinic,35,2018,0,Range clinic,0,14.57,29.89142857,0
Range clinic,36,2018,0,Range clinic,0.12,18.84857143,33.03142857,0
Range clinic,37,2018,0,Range clinic,0,16.74571429,32.77142857,0
Range clinic,38,2018,0,Range clinic,0.02,17.82142857,33.86142857,0
Range clinic,39,2018,0,Range clinic,0.63,19.34571429,33.83857143,0
Range clinic,40,2018,0,Range clinic,0.12,16.54428571,32.16857143,0
Range clinic,41,2018,0,Range clinic,0,17.99285714,33.7,0
Range clinic,42,2018,0,Range clinic,0.23,21.04428571,35.22857143,0
Range clinic,43,2018,0,Range clinic,0.02,15.49,31.46857143,0
Range clinic,44,2018,0,Range clinic,0.05,18.54285714,35.12428571,0
Range clinic,45,2018,0,Range clinic,2.33,18.81857143,34.11,0
Range clinic,46,2018,0,Range clinic,1.08,18.98857143,34.67142857,0
Range clinic,47,2018,0,Range clinic,66.58,21.21,32.05428571,0
Range clinic,48,2018,0,Range clinic,56.12,19.26714286,28.52857143,0
Range clinic,49,2018,0,Range clinic,30.42,21.13857143,31.29857143,0
Range clinic,50,2018,0,Range clinic,34.72,20.16285714,28.14285714,0
Range clinic,51,2018,1,Range clinic,19.23,20.40714286,28.96571429,0
Range clinic,52,2018,3,Range clinic,6.94,20.60285714,30.11714286,0
Range clinic,53,2018,0,,,,,0
St. Albert's Hospital,1,2018,3,St. Albert's Hospital,2.47,19.81428571,34.47857143,0
St. Albert's Hospital,2,2018,1,St. Albert's Hospital,2.47,19.67714286,35.00714286,0
St. Albert's Hospital,3,2018,4,St. Albert's Hospital,6.37,20.43857143,33.80714286,1
St. Albert's Hospital,4,2018,3,St. Albert's Hospital,1.88,20.65142857,35.51285714,0
St. Albert's Hospital,5,2018,1,St. Albert's Hospital,58.92,21.91428571,31.32857143,0
St. Albert's Hospital,6,2018,8,St. Albert's Hospital,132.96,19.30142857,26.62714286,0
St. Albert's Hospital,7,2018,3,St. Albert's Hospital,52.72,19.97285714,26.94285714,0
St. Albert's Hospital,8,2018,14,St. Albert's Hospital,27.91,20.12142857,28.05142857,0
St. Albert's Hospital,9,2018,2,St. Albert's Hospital,62.68,19.44857143,26.87285714,0
St. Albert's Hospital,10,2018,0,St. Albert's Hospital,28.16,19.71,28.73142857,0
St. Albert's Hospital,11,2018,0,St. Albert's Hospital,9.58,18.33428571,30.37428571,0
St. Albert's Hospital,12,2018,4,St. Albert's Hospital,19.29,19.57142857,30.26285714,0
St. Albert's Hospital,13,2018,2,St. Albert's Hospital,30.29,19.40857143,29.46571429,0
St. Albert's Hospital,14,2018,9,St. Albert's Hospital,1.48,18.18142857,30.17,0
St. Albert's Hospital,15,2018,10,St. Albert's Hospital,5.22,18.25428571,29.30428571,0
St. Albert's Hospital,16,2018,19,St. Albert's Hospital,1.81,16.84285714,30.06571429,1
St. Albert's Hospital,17,2018,11,St. Albert's Hospital,1.12,15.35,29.89,0
St. Albert's Hospital,18,2018,5,St. Albert's Hospital,5.63,16.66285714,29.15285714,0
St. Albert's Hospital,19,2018,27,St. Albert's Hospital,0.7,15.75571429,29.70142857,0
St. Albert's Hospital,20,2018,25,St. Albert's Hospital,1.38,15.85285714,28.56,0
St. Albert's Hospital,21,2018,40,St. Albert's Hospital,1.12,16.05428571,28.09285714,0
St. Albert's Hospital,22,2018,34,St. Albert's Hospital,0.04,14.21857143,28.54142857,0
St. Albert's Hospital,23,2018,13,St. Albert's Hospital,0,10.59,25.49714286,0
St. Albert's Hospital,24,2018,5,St. Albert's Hospital,0,12.07142857,26.61428571,0
St. Albert's Hospital,25,2018,4,St. Albert's Hospital,0,13.33142857,26.92857143,0
St. Albert's Hospital,26,2018,3,St. Albert's Hospital,0,12.05428571,25.94714286,0
St. Albert's Hospital,27,2018,2,St. Albert's Hospital,1.21,11.98,25.01428571,0
St. Albert's Hospital,28,2018,1,St. Albert's Hospital,0.08,12.79428571,25.91428571,0
St. Albert's Hospital,29,2018,1,St. Albert's Hospital,1.52,10.69714286,23.76428571,0
St. Albert's Hospital,30,2018,1,St. Albert's Hospital,0.12,11.00714286,26.03857143,0
St. Albert's Hospital,31,2018,0,St. Albert's Hospital,0,12.4,29.24428571,0
St. Albert's Hospital,32,2018,0,St. Albert's Hospital,0,15.09285714,31.38571429,1
St. Albert's Hospital,33,2018,0,St. Albert's Hospital,0.03,14.73285714,30.27285714,0
St. Albert's Hospital,34,2018,0,St. Albert's Hospital,0,15.25714286,30.53714286,0
St. Albert's Hospital,35,2018,2,St. Albert's Hospital,0,14.57,29.89142857,0
St. Albert's Hospital,36,2018,0,St. Albert's Hospital,0.12,18.84857143,33.03142857,0
St. Albert's Hospital,37,2018,2,St. Albert's Hospital,0,16.74571429,32.77142857,0
St. Albert's Hospital,38,2018,2,St. Albert's Hospital,0.02,17.82142857,33.86142857,0
St. Albert's Hospital,39,2018,1,St. Albert's Hospital,0.63,19.34571429,33.83857143,0
St. Albert's Hospital,40,2018,0,St. Albert's Hospital,0.12,16.54428571,32.16857143,0
St. Albert's Hospital,41,2018,1,St. Albert's Hospital,0,17.99285714,33.7,0
St. Albert's Hospital,42,2018,0,St. Albert's Hospital,0.23,21.04428571,35.22857143,0
St. Albert's Hospital,43,2018,1,St. Albert's Hospital,0.02,15.49,31.46857143,0
St. Albert's Hospital,44,2018,0,St. Albert's Hospital,0.05,18.54285714,35.12428571,0
St. Albert's Hospital,45,2018,0,St. Albert's Hospital,2.33,18.81857143,34.11,0
St. Albert's Hospital,46,2018,0,St. Albert's Hospital,1.08,18.98857143,34.67142857,0
St. Albert's Hospital,47,2018,1,St. Albert's Hospital,66.58,21.21,32.05428571,0
St. Albert's Hospital,48,2018,1,St. Albert's Hospital,56.12,19.26714286,28.52857143,0
St. Albert's Hospital,49,2018,0,St. Albert's Hospital,30.42,21.13857143,31.29857143,0
St. Albert's Hospital,50,2018,1,St. Albert's Hospital,34.72,20.16285714,28.14285714,0
St. Albert's Hospital,51,2018,0,St. Albert's Hospital,19.23,20.40714286,28.96571429,0
St. Albert's Hospital,52,2018,0,St. Albert's Hospital,6.94,20.60285714,30.11714286,0
St. Albert's Hospital,53,2018,0,,,,,0
machaya clinic,1,2018,17,machaya clinic,2.47,19.81428571,34.47857143,0
machaya clinic,2,2018,24,machaya clinic,2.47,19.67714286,35.00714286,0
machaya clinic,3,2018,18,machaya clinic,6.37,20.43857143,33.80714286,0
machaya clinic,4,2018,7,machaya clinic,1.88,20.65142857,35.51285714,0
machaya clinic,5,2018,5,machaya clinic,58.92,21.91428571,31.32857143,0
machaya clinic,6,2018,20,machaya clinic,132.96,19.30142857,26.62714286,0
machaya clinic,7,2018,12,machaya clinic,52.72,19.97285714,26.94285714,0
machaya clinic,8,2018,8,machaya clinic,27.91,20.12142857,28.05142857,0
machaya clinic,9,2018,10,machaya clinic,62.68,19.44857143,26.87285714,0
machaya clinic,10,2018,12,machaya clinic,28.16,19.71,28.73142857,0
machaya clinic,11,2018,16,machaya clinic,9.58,18.33428571,30.37428571,0
machaya clinic,12,2018,14,machaya clinic,19.29,19.57142857,30.26285714,0
machaya clinic,13,2018,12,machaya clinic,30.29,19.40857143,29.46571429,0
machaya clinic,14,2018,32,machaya clinic,1.48,18.18142857,30.17,0
machaya clinic,15,2018,26,machaya clinic,5.22,18.25428571,29.30428571,0
machaya clinic,16,2018,28,machaya clinic,1.81,16.84285714,30.06571429,0
machaya clinic,17,2018,173,machaya clinic,1.12,15.35,29.89,0
machaya clinic,18,2018,89,machaya clinic,5.63,16.66285714,29.15285714,0
machaya clinic,19,2018,11,machaya clinic,0.7,15.75571429,29.70142857,0
machaya clinic,20,2018,27,machaya clinic,1.38,15.85285714,28.56,0
machaya clinic,21,2018,25,machaya clinic,1.12,16.05428571,28.09285714,0
machaya clinic,22,2018,0,machaya clinic,0.04,14.21857143,28.54142857,0
machaya clinic,23,2018,5,machaya clinic,0,10.59,25.49714286,0
machaya clinic,24,2018,0,machaya clinic,0,12.07142857,26.61428571,0
machaya clinic,25,2018,0,machaya clinic,0,13.33142857,26.92857143,0
machaya clinic,26,2018,6,machaya clinic,0,12.05428571,25.94714286,0
machaya clinic,27,2018,13,machaya clinic,1.21,11.98,25.01428571,0
machaya clinic,28,2018,8,machaya clinic,0.08,12.79428571,25.91428571,0
machaya clinic,29,2018,7,machaya clinic,1.52,10.69714286,23.76428571,0
machaya clinic,30,2018,7,machaya clinic,0.12,11.00714286,26.03857143,0
machaya clinic,31,2018,6,machaya clinic,0,12.4,29.24428571,0
machaya clinic,32,2018,4,machaya clinic,0,15.09285714,31.38571429,0
machaya clinic,33,2018,3,machaya clinic,0.03,14.73285714,30.27285714,0
machaya clinic,34,2018,11,machaya clinic,0,15.25714286,30.53714286,0
machaya clinic,35,2018,9,machaya clinic,0,14.57,29.89142857,0
machaya clinic,36,2018,0,machaya clinic,0.12,18.84857143,33.03142857,0
machaya clinic,37,2018,3,machaya clinic,0,16.74571429,32.77142857,0
machaya clinic,38,2018,3,machaya clinic,0.02,17.82142857,33.86142857,0
machaya clinic,39,2018,9,machaya clinic,0.63,19.34571429,33.83857143,0
machaya clinic,40,2018,8,machaya clinic,0.12,16.54428571,32.16857143,0
machaya clinic,41,2018,4,machaya clinic,0,17.99285714,33.7,0
machaya clinic,42,2018,1,machaya clinic,0.23,21.04428571,35.22857143,0
machaya clinic,43,2018,0,machaya clinic,0.02,15.49,31.46857143,0
machaya clinic,44,2018,0,machaya clinic,0.05,18.54285714,35.12428571,0
machaya clinic,45,2018,0,machaya clinic,2.33,18.81857143,34.11,0
machaya clinic,46,2018,0,machaya clinic,1.08,18.98857143,34.67142857,0
machaya clinic,47,2018,0,machaya clinic,66.58,21.21,32.05428571,0
machaya clinic,48,2018,0,machaya clinic,56.12,19.26714286,28.52857143,0
machaya clinic,49,2018,0,machaya clinic,30.42,21.13857143,31.29857143,0
machaya clinic,50,2018,0,machaya clinic,34.72,20.16285714,28.14285714,0
machaya clinic,51,2018,0,machaya clinic,19.23,20.40714286,28.96571429,0
machaya clinic,52,2018,6,machaya clinic,6.94,20.60285714,30.11714286,0
ALWAYS FTC,1,2019,6,ALWAYS FTC,78.53,20.75857143,29.07857143,0
ALWAYS FTC,2,2019,2,ALWAYS FTC,44.98,21.09285714,27.23714286,0
ALWAYS FTC,3,2019,7,ALWAYS FTC,23.51,20.58857143,28.16571429,0
ALWAYS FTC,4,2019,2,ALWAYS FTC,11.58,19.46857143,30.45142857,0
ALWAYS FTC,5,2019,2,ALWAYS FTC,2.15,19.22,31.11857143,0
ALWAYS FTC,6,2019,1,ALWAYS FTC,16.16,19.83142857,29.70857143,0
ALWAYS FTC,7,2019,3,ALWAYS FTC,77.73,20.74857143,29.04142857,0
ALWAYS FTC,8,2019,1,ALWAYS FTC,8.74,17.61857143,29.28714286,0
ALWAYS FTC,9,2019,4,ALWAYS FTC,1.37,19.62428571,34.42,0
ALWAYS FTC,10,2019,4,ALWAYS FTC,6.6,20.16857143,32.15857143,0
ALWAYS FTC,11,2019,56,ALWAYS FTC,0.96,19.53285714,32.82571429,0
ALWAYS FTC,12,2019,59,ALWAYS FTC,0.84,20.20428571,34.20142857,0
ALWAYS FTC,13,2019,142,ALWAYS FTC,0.02,18.75857143,34,0
ALWAYS FTC,14,2019,76,ALWAYS FTC,0.25,17.72285714,31.97,0
ALWAYS FTC,15,2019,62,ALWAYS FTC,0.64,18.71571429,31.38714286,0
ALWAYS FTC,16,2019,59,ALWAYS FTC,20.08,18.73142857,30.85142857,0
ALWAYS FTC,17,2019,12,ALWAYS FTC,0.1,17.57428571,31.99142857,0
ALWAYS FTC,18,2019,80,ALWAYS FTC,0.19,16.26428571,30.70285714,0
ALWAYS FTC,19,2019,37,ALWAYS FTC,0,15.65,30.27,0
ALWAYS FTC,20,2019,64,ALWAYS FTC,0,14.55857143,29.35857143,0
ALWAYS FTC,21,2019,12,ALWAYS FTC,0.19,14.27857143,28.29714286,0
ALWAYS FTC,22,2019,3,ALWAYS FTC,0.01,12.74571429,27.23857143,0
ALWAYS FTC,23,2019,13,ALWAYS FTC,1.07,12.64285714,27.99857143,0
ALWAYS FTC,24,2019,17,ALWAYS FTC,0.4,12.44571429,25.83857143,0
ALWAYS FTC,25,2019,5,ALWAYS FTC,0.36,11.83,25.97714286,0
ALWAYS FTC,26,2019,11,ALWAYS FTC,0.11,12.67714286,26.34428571,0
ALWAYS FTC,27,2019,3,ALWAYS FTC,0.13,12.86428571,28.23,0
ALWAYS FTC,28,2019,8,ALWAYS FTC,0,11.62142857,27.71285714,0
ALWAYS FTC,29,2019,0,ALWAYS FTC,0,12.22285714,26.99571429,0
ALWAYS FTC,30,2019,0,ALWAYS FTC,0.01,10.50142857,27.25714286,0
ALWAYS FTC,31,2019,4,ALWAYS FTC,0.58,14.40857143,28.94428571,0
ALWAYS FTC,32,2019,0,ALWAYS FTC,0,15.98428571,30.79428571,0
ALWAYS FTC,33,2019,4,ALWAYS FTC,0,13.89428571,29.05714286,0
ALWAYS FTC,34,2019,9,ALWAYS FTC,0.5,12.89142857,27.61714286,0
ALWAYS FTC,35,2019,3,ALWAYS FTC,0,17.12285714,33.34285714,0
ALWAYS FTC,36,2019,1,ALWAYS FTC,0.74,14.98571429,29.40428571,0
ALWAYS FTC,37,2019,7,ALWAYS FTC,0,15.84428571,33.18714286,0
ALWAYS FTC,38,2019,18,ALWAYS FTC,0.01,15.90857143,32.8,0
ALWAYS FTC,39,2019,19,ALWAYS FTC,0.12,15.43142857,31.64285714,0
ALWAYS FTC,40,2019,4,ALWAYS FTC,1.11,18.47857143,33.44571429,0
ALWAYS FTC,41,2019,3,ALWAYS FTC,0.3,20.59428571,35.10428571,0
ALWAYS FTC,42,2019,1,ALWAYS FTC,0,17.88,34.57428571,0
ALWAYS FTC,43,2019,1,ALWAYS FTC,0,23.33571429,39.41428571,0
ALWAYS FTC,44,2019,2,ALWAYS FTC,0,21.71857143,37.83142857,0
